0,1
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['other', 'separate', 'unfortunately', 'because', 'of', 'resentment', 'accumulate']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'not', 'majority', 'qualify', 'within', 'this', 'parliament', 'to', 'bring', 'back', 'to', 'the', 'article', '272', 'either']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['others', 'unfortunately', 'diverge', 'in', 'response', 'to', 'rancune', 'gain']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'wish', 'to', 'take', 'the', 'protection', 'of', 'worker', 'of', 'the', 'sector']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'on', '17', '30']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'still', 'less', 'transferable']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['it', 'have', 'to', 'effect', 'of', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', 'to', 'the', 'detriment', 'of', 'small']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'could', 'perhaps', 'have', 'be', 'able', 'to', 'prevent', 'a', 'disaster']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'whole', 'must', 'be', 'in', 'balance']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'to', 'us', 'at', 'second', 'reading', ',', 'a', 'crisis', 'be', 'at', 'the', 'root', 'of', 'this', 'amendment', 'to', 'directive']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['this', 'be', 'to', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', 'at', 'the', 'expense', 'of', 'small']"
"['mr', 'president', ',', 'i', 'rise', 'in', 'defence', 'of', 'the', 'worker', 'in', 'the', 'industry']","['mr', 'president', ',', 'i', 'would', 'like', 'to', 'take', 'the', 'defence', 'of', 'worker', 'in', 'this', 'sector']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['all', 'must', 'be', 'balance']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'european', 'competitiveness', 'and', 'the', 'growth', 'will', 'regress']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'even', 'less', 'transferable']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['others', 'separate', 'themselves', 'unfortunately', 'because', 'of', 'an', 'amassed', 'grudge']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['fishermen', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['the', 'european', 'union', 'must', 'be', 'involve', 'and', 'do', 'so', 'quickly']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'might', 'then', 'have', 'to', 'avoid', 'a', 'disaster']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['users', 'will', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'competitiveness', 'and', 'european', 'growth', 'r', 'gresseront']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'pave', 'the', 'way', 'for', 'the', 'of', 'the', 'rules', 'of', 'procedure', 'here']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'say', 'in', 'the', 'second', 'reading', ',', 'a', 'crisis', 'be', 'at', 'the', 'basis', 'of', 'this', 'amendment', 'of', 'directive']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['in', 'particular', 'parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'would', 'like', 'to', 'remind', 'you', 'that', 'among', 'our', 'ally', ',', 'there', 'be', 'ardent', 'supporter', 'of', 'this', 'tax']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'in', 'second', 'reading', ',', 'a', 'crisis', 'be', 'at', 'the', 'basis', 'of', 'this', 'modification', 'of', 'directive']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'to', 'continue', 'to', 'support', 'latvia', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'important', 'that', 'the', 'european', 'union', 'itself', 'and', 'to', 'do', 'it', 'quickly']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['this', 'have', 'the', 'effect', 'of', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', 'to', 'the', 'detriment', 'of', 'small']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'the', 'members', 'who', 'be', 'quite', 'honourably', 'here']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'in', 'second', 'reading', ',', 'a', 'crisis', 'be', 'to', 'the', 'basis', 'of', 'this', 'amendment', 'of', 'the', 'directive']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['then', 'we', 'might', 'have', 'be', 'able', 'to', 'avoid', 'a', 'disaster']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'still', 'less', 'transferable']"
['tunisia'],"['tunisia', 'be']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['amendment', 'no', '7', 'be', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['the', 'amendment', '7', 'propose', 'some', 'modification', 'in', 'the', 'reference', 'to', 'the', 'paragraph']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'mr', 'commissioner']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'important', 'that', 'the', 'european', 'union', 'to', 'be', 'involve', 'and', 'to', 'do', 'it', 'quickly']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'whole', 'must', 'be', 'in', 'balance']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['other', 'separate', 'unfortunately', 'because', 'of', 'a', 'grudge', 'accumulate']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['relation', 'horse', 'trailer', 'orden', 'a5', '0241', '2000']"
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'be', 'today', 'of', 'a', 'new', 'chance', 'and', 'therefore', 'let', 'us', 'take', 'it']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarize', 'briefly', 'the', 'power', 'of', 'the', 'people', 'on', 'bureaucracy']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'appropriate', 'that', 'the', 'european', 'union', 'be', 'and', 'what', 'it', 'imply', 'do', 'it', 'quickly']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'to', 'continue', 'to', 'press', 'for', 'latvia', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'people']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'maintain', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'at', 'second', 'reading', ',', 'a', 'crisis', 'be', 'at', 'the', 'root', 'of', 'this', 'amendment', 'to', 'directive']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'to', 'death', 'similar', 'and', 'even', 'less', 'transferable']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'be', 'necessary', 'that', 'the', 'european', 'union', 'get', 'involve', 'and', 'that', 'it', 'make', 'it', 'fast']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['has', 'the', 'effect', 'of', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'together', 'must', 'be', 'in', 'balance']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '5', '30', 'p', 'm']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'to', 'continue', 'to', 'support', 'latvia', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'often', 'take', 'pride', 'here', 'to', 'represent', 'the', 'citizen', 'of', 'europe']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'preserve', 'the', 'unanimity', 'at', 'the', 'council', 'and', 'thus', 'a', 'latent', 'incapacity', 'to', 'act']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'unity', 'must', 'be', 'in', 'balance']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '5', '30', 'p', 'm']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['mrs', 'maij', 'weggen', 'report', 'a5', '0323', '2000']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['users', 'be', 'the', 'loser', ',', 'with', 'worker', 'and', 'european', 'competitiveness', 'and', 'innovation', 'r', 'gresseront']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'would', 'perhaps', 'have', 'be', 'able', 'to', 'prevent', 'a', 'disaster']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'a', 'few', 'word', 'the', 'power', 'of', 'citizen', 'on', 'bureaucracy']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'already', 'explain', 'it', 'in', 'second', 'reading', ',', 'a', 'crisis', 'be', 'at', 'the', 'base', 'of', 'this', 'modification', 'of', 'directive']"
"['as', 'i', 'already', 'explain', 'during', 'second', 'reading', ',', 'there', 'be', 'a', 'crisis', 'underlie', 'this', 'directive', 'amendment']","['as', 'i', 'have', 'explain', ',', 'a', 'crisis', 'at', 'second', 'reading', 'be', 'the', 'basis', 'of', 'amendment', 'of', 'the', 'directive']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'enorgueillissons', 'ourselves', 'often', 'here', 'to', 'represent', 'the', 'european', 'citizen']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['the', 'whole', 'must', 'be', 'in', 'balance']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['maij', 'weggen', 'report', 'a5', '0323', '2000']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['that', 'cause', 'to', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', 'to', 'the', 'detriment', 'of', 'small']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'to', 'continue', 'to', 'support', 'latvia', 'on', 'the', 'question', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'procedure', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['specific', 'aid', 'as', 'the', 'market', 'or', 'the', 'premium', 'on', 'grass', 'be', 'essential']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'our', 'duty', 'of', 'continue', 'to', 'support', 'the', 'latvia', 'on', 'the', 'issue', 'of', 'the', 'integration', 'of', 'the', 'russian', 'people']"
"['the', 'vote', 'will', 'take', 'place', 'today', 'at', '5', '30', 'p', 'm']","['the', 'vote', 'will', 'take', 'place', 'at', '17h30']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'could', 'perhaps', 'then', 'have', 'avoid', 'a', 'catastrophe']"
['tunisia'],['tunisia']
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'still', 'less', 'transferable']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'might', 'then', 'have', 'to', 'avoid', 'a', 'disaster']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'keep', 'unanimity', 'in', 'council', 'and', 'therefore', 'a', 'latent', 'incapacity', 'to', 'act']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['it', 'do', 'not', 'exist', 'either', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'return', 'to', 'article', '272']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['we', 'would', 'maybe', 'then', 'have', 'be', 'able', 'to', 'avoid', 'a', 'disaster']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['consumers', 'will', 'be', 'the', 'loser', ',', 'with', 'worker', 'and', 'competitiveness', 'and', 'growth', 'regress']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['then', 'perhaps', 'we', 'could', 'have', 'avoid', 'a', 'catastrophe']","['then', 'we', 'might', 'have', 'be', 'able', 'to', 'avoid', 'a', 'disaster']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
['tunisia'],['tunisia']
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'be', 'often', 'here', 'to', 'represent', 'the', 'citizen', 'of', 'europe']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'commissioner']"
"['it', 'increase', 'the', 'power', 'of', 'the', 'big', 'country', 'at', 'the', 'expense', 'of', 'the', 'small', 'country']","['it', 'have', 'the', 'effect', 'of', 'increase', 'the', 'power', 'of', 'the', 'large', 'country', ',', 'to', 'the', 'detriment', 'of', 'the', 'small', 'one']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'the', 'members', 'who', 'be', 'quite', 'honourably', 'here']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'competitiveness', 'and', 'growth', 'regress']"
"['neither', 'be', 'there', 'a', 'qualified', 'majority', 'within', 'this', 'house', 'to', 'revert', 'to', 'article', '272']","['there', 'be', 'no', 'qualified', 'majority', 'in', 'this', 'parliament', 'to', 'go', 'back', 'to', 'article', '272']"
"['parliament', 'adopt', 'the', 'legislative', 'resolution']","['parliament', 'adopt', 'the', 'legislative', 'resolution']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'even', 'less', 'transferable']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'one', 'of', 'the', 'members', 'who', 'be', 'rather', 'present']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'preserve', 'the', 'unanimity', 'to', 'the', 'advice', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
"['the', 'european', 'union', 'have', 'get', 'to', 'do', 'something', 'and', 'do', 'it', 'quickly']","['it', 'suit', 'that', 'the', 'european', 'union', 'be', 'imply', 'and', 'that', 'it', 'makesit', 'rapidly']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'be', 'often', 'here', 'to', 'represent', 'the', 'european', 'citizen']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'idle', ',', 'tired', 'and', 'disappointed']"
"['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']","['the', 'fisherman', 'be', 'inactive', ',', 'tired', 'and', 'disappointed']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'mr', 'commissioner']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['users', 'will', 'be', 'the', 'loser', ',', 'with', 'employee', ',', 'and', 'european', 'competitiveness', 'and', 'growth', 'r', 'gresseront']"
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'norm', 'be', 'hardly', 'comparable', 'and', 'still', 'less', 'transferable']"
"['let', 'me', 'remind', 'you', 'that', 'our', 'ally', 'include', 'fervent', 'supporter', 'of', 'this', 'tax']","['i', 'want', 'to', 'remind', 'you', 'that', 'of', 'our', 'ally', ',', 'it', 'be', 'of', 'much', 'of', 'this', 'tax']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary', 'one']"
"['maij', 'weggen', 'report', 'a5', '0323', '2000']","['mrs', 'maij', 'weggen', 's', 'report', '5', '2000']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'sum', 'up', 'in', 'a', 'few', 'word', 'the', 'power', 'of', 'the', 'citizen', 'on', 'the', 'bureaucracy']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'point', 'of', 'the', 'regulation', 'open', 'the', 'door', 'to', 'arbitrary', 'power']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'maintain', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
"['selective', 'aid', ',', 'such', 'as', 'market', 'support', 'and', 'a', 'grass', 'subsidy', ',', 'be', 'essential']","['a', 'specific', 'aid', 'as', 'the', 'support', 'of', 'the', 'market', 'or', 'the', 'premium', 'on', 'grass', 'be', 'essential']"
"['that', 'provision', 'could', 'open', 'the', 'door', 'wide', 'to', 'arbitrariness']","['this', 'regulation', 'open', 'the', 'door', 'to', 'the', 'arbitrary']"
"['consumers', 'will', 'lose', 'out', ',', 'employee', 'will', 'lose', 'out', ',', 'europe', 'will', 'lose', 'competitive', 'strength', 'and', 'growth']","['the', 'user', 'will', 'be', 'the', 'loser', ',', 'with', 'the', 'employee', ',', 'and', 'the', 'european', 'competitiveness', 'and', 'growth', 'will', 'recede']"
"['we', 'often', 'pontificate', 'here', 'about', 'be', 'the', 'representative', 'of', 'the', 'citizen', 'of', 'europe']","['we', 'often', 'take', 'pride', 'here', 'in', 'represent', 'the', 'european', 'citizen']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'of', 'our', 'duty', 'to', 'continue', 'to', 'support', 'the', 'latvia', 'on', 'the', 'question', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['thank', 'you', ',', 'commissioner']","['thank', 'you', ',', 'mister', 'the', 'police', 'chief']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['van', 'orden', 'report', 'a5', '0241', '2000']"
"['amendment', 'no', '7', 'propose', 'certain', 'change', 'in', 'the', 'reference', 'to', 'paragraph']","['the', 'amendment', '7', 'propose', 'some', 'change', 'in', 'the', 'reference', 'to', 'the', 'paragraph']"
['tunisia'],['tunisia']
"['the', 'leader', 'have', 'now', 'be', 'give', 'a', 'new', 'chance', 'and', 'let', 'us', 'hope', 'they', 'seize', 'it']","['the', 'leader', 'have', 'today', 'a', 'new', 'chance', 'and', 'let', 'them', 'therefore', 'seize', 'it']"
"['mr', 'president', ',', 'the', 'cashman', 'report', 'can', 'be', 'summarise', 'in', 'four', 'word', 'citizen', 'power', 'over', 'bureaucracy']","['mister', 'preside', 'over', 'it', ',', 'the', 'relation', 'cashman', 'can', 'amount', 'in', 'some', 'word', 'the', 'power', 'of', 'the', 'citizen', 'on', 'the', 'bureaucracy']"
"['unfortunately', ',', 'others', 'separate', 'on', 'the', 'basis', 'of', 'accumulate', 'hatred']","['d', 'others', 'part', 'unfortunately', 'in', 'reason', 'd', 'a', 'collected', 'resentment']"
"['it', 'be', 'our', 'job', 'to', 'continue', 'to', 'support', 'latvia', 'with', 'the', 'integration', 'of', 'the', 'russian', 'population']","['it', 'be', 'of', 'our', 'duty', 'of', 'continue', 'press', 'latvia', 'on', 'the', 'question', 'of', 'the', 'integration', 'of', 'the', 'russian', 'population']"
"['there', 'must', 'be', 'a', 'balance', 'as', 'a', 'whole']","['all', 'must', 'be', 'in', 'balance']"
['tunisia'],['tunisia']
"['the', 'standard', 'be', 'scarcely', 'comparable', ',', 'let', 'alone', 'transferable']","['the', 'standard', 'be', 'hardly', 'comparable', 'and', 'even', 'less', 'transferable']"
"['van', 'orden', 'report', 'a5', '0241', '2000']","['report', 'van', 'orden', 'a5', '0241', '2000']"
"['i', 'be', 'one', 'of', 'those', 'members', 'who', 'attend', 'sitting', 'quite', 'faithfully']","['i', 'be', 'part', 'of', 'the', 'member', 'of', 'parliament', 'who', 'be', 'rather', 'honorably', 'present']"
"['unanimous', 'decision', ',', 'and', 'hence', 'an', 'inherent', 'incapacity', 'to', 'act', ',', 'remain', 'largely', 'the', 'norm', 'in', 'the', 'council']","['we', 'maintain', 'unanimity', 'in', 'the', 'council', 'and', 'therefore', 'a', 'latent', 'inability', 'to', 'act']"
